budget,homepage,movie_id,movie_status,popularity,release_date,release_year,revenue,runtime,tagline,title,vote_average,vote_count
11000000,null,42345,Released,1.396985,1970-01-27,1970,2200000,124,null,The Molly Maguires,5.9,16
860000,null,11240,Released,3.703005,1985-09-07,1985,2451545,97,null,My Beautiful Laundrette,6.6,51
439000,null,3062,Released,1.933366,1933-02-02,1933,2281000,89,null,42nd Street,6.1,37
0,null,282128,Released,0.015697,2014-07-18,2014,0,89,null,An American in Hollywood,0.0,0
0,null,206412,Released,0.690089,2000-05-14,2000,0,90,null,Lisa Picard Is Famous,4.0,1
0,null,50538,Released,0.205034,2003-10-03,2003,0,100,null,Sur le seuil,6.9,8
17000000,http://disneydvd.disney.go.com/the-lizzie-mcguire-movie.html,18736,Released,11.927667,2003-04-25,2003,55534455,94,The only risk in taking an adventure is not taking it at all.,The Lizzie McGuire Movie,5.7,280
2000000,http://www.screenmedia.net/project/shark-lake/,299553,Released,1.187764,2015-10-02,2015,0,92,In this lake you have to fight to survive,Shark Lake,4.4,19
50000000,null,2251,Released,14.382253,2002-05-10,2002,119137784,124,Where do you go when you've gone too far?,Unfaithful,6.3,276
38000000,null,22267,Released,5.516207,1999-11-24,1999,635096,138,In a No-man's Land between North and South, You didn't fight for the Blue or the Grey... You fought for your friends and family.,Ride with the Devil,6.6,49
30000000,null,4476,Released,26.952726,1994-12-16,1994,160638883,133,After the Fall from Innocence the Legend begins.,Legends of the Fall,7.2,619
7000000,null,11342,Released,9.887662,1989-06-01,1989,0,103,Satan also has one son.,Warlock,5.8,95
1200000,null,500,Released,66.925865,1992-09-02,1992,14661007,99,Every dog has his day.,Reservoir Dogs,8.0,3697
325000,null,3078,Released,11.871424,1934-02-22,1934,4500000,105,TOGETHER... for the first time,It Happened One Night,7.7,275
0,null,46435,Released,8.628519,1999-09-03,1999,0,160,Gilbert & Sullivan & So Much More,Topsy-Turvy,6.7,41
12000000,null,6020,Released,3.444542,2002-03-22,2002,0,93,null,Sorority Boys,4.6,47
160000000,http://www.thehungergames.movie/,131634,Released,127.284424,2015-11-18,2015,653428261,137,The fire will burn forever.,The Hunger Games: Mockingjay - Part 2,6.6,3984
95000000,http://www.iceagemovies.com/films/ice-age-continental-drift,57800,Released,65.229866,2012-06-26,2012,877244782,88,Manny, Diego, and Sid embark upon another adventure after their continent is set adrift.,Ice Age: Continental Drift,6.2,2672
17000000,http://www.welcometofrightnight.com,58151,Released,18.27083,2011-08-18,2011,24922237,106,You can't run from evil when it lives next door.,Fright Night,6.0,603
13000000,http://www.justinbieberneversaynever.com/,54518,Released,6.735922,2011-02-11,2011,98441954,105,Find out what's possible if you never give up.,Justin Bieber: Never Say Never,4.8,154
3500000,http://www.newline.com/properties/friday.html,10634,Released,25.5748,1995-04-26,1995,28215918,91,A lot can go down between thursday and saturday...,Friday,7.0,503
500000,http://www.monstersfilm.com/,43933,Released,26.406,2010-06-18,2010,4242978,94,After Six Years, They're No Longer Aliens. They're Residents,Monsters,6.2,587
175000000,null,9804,Released,44.640293,1995-07-28,1995,264218220,135,Beyond the horizon lies the secret to a new beginning.,Waterworld,5.9,992
70000000,null,3093,Released,13.483387,2006-03-29,2006,38629478,114,Everything interesting begins in the mind,Basic Instinct 2,4.6,180
65000000,null,12133,Released,22.977983,2008-07-25,2008,128107642,98,They grow up so fast.,Step Brothers,6.5,1062
60000000,null,5820,Released,15.352807,2006-04-19,2006,77920346,108,In 141 years, there's never been a traitor in the Secret Service.... Until Now.,The Sentinel,5.8,225
55000000,null,9315,Released,32.05145,2005-09-22,2005,223387299,98,If Someone Took Everything You Live For... How Far Would You Go To Get It Back?,Flightplan,6.1,772
35000000,null,1598,Released,27.714043,1991-11-15,1991,182300000,128,There is nothing in the dark that isn't there in the light. Except fear.,Cape Fear,7.0,675
25000000,null,22971,Released,19.402817,2010-02-04,2010,114977104,115,Love brought them together. Will fate tear them apart?,Dear John,6.6,1262
16000000,null,28178,Released,43.21709,2009-06-13,2009,47801389,93,A true story of faith, devotion and undying love.,Hachi: A Dog's Tale,7.7,1717
13000000,null,1931,Released,6.92205,2007-05-16,2007,75511123,114,He will challenge their traditions. Their traditions will change his life.,Stomp the Yard,6.1,88
12000000,null,9357,Released,20.624895,2002-08-21,2002,52223306,96,The things that we fear the most have already happened to us...,One Hour Photo,6.6,435
7500000,null,403,Released,19.5858,1989-12-13,1989,145793296,99,The funny, touching and totally irresistible story of a working relationship that became a 25-year friendship.,Driving Miss Daisy,7.0,350
5000000,null,10283,Released,12.904615,1989-07-28,1989,14000000,100,The Big Apple's in BIG trouble!,Friday the 13th Part VIII: Jason Takes Manhattan,4.8,191
4000000,null,54580,Released,3.663108,2002-09-27,2002,146402,113,This film is not based on a real story. It is based on thousands.,Los lunes al sol,7.1,36
0,http://www.controlthemovie.com,5708,Released,11.357474,2007-09-26,2007,8159508,121,null,Control,7.5,200
0,null,347755,Released,0.446858,2016-01-28,2016,0,93,null,Wind Walkers,7.5,6
0,null,245700,Released,9.242554,2014-10-31,2014,5405500,150,null,Mr. Turner,6.3,204
60000000,http://www.mycityscreams.com/,8285,Released,14.84856,2008-12-25,2008,39031337,103,I'm gonna kill you all kinds of dead.,The Spirit,4.7,320
42000000,http://www.manonaledge.com/,49527,Released,34.04141,2012-01-13,2012,46221189,102,You can only push an innocent man so far,Man on a Ledge,6.2,925
25000000,http://michaelclayton.warnerbros.com/,4566,Released,18.961323,2007-09-28,2007,92991835,119,The truth can be adjusted,Michael Clayton,6.5,501
4000000,http://www.scoopmovie.net/,512,Released,17.229536,2006-07-27,2006,31584901,96,The perfect man. The perfect story. The perfect murder.,Scoop,6.4,420
0,http://www.manonwire.com/,14048,Released,14.331992,2008-07-25,2008,2957978,94,1974. 1350 feet up. The artistic crime of the century.,Man on Wire,7.5,275
150000000,http://www.angelsanddemons.com/,13448,Released,67.44764,2009-05-13,2009,356613439,138,null,Angels & Demons,6.5,2129
110000000,null,787,Released,44.635452,2005-06-07,2005,478207520,120,Smart and sexy.,Mr. & Mrs. Smith,6.5,2965
45000000,null,82675,Released,49.353523,2012-09-27,2012,376141306,91,First they took his daughter. Now they're coming for him.,Taken 2,6.1,2757
45000000,null,9944,Released,17.923254,1993-12-16,1993,195268056,141,Two Supreme Court Justices have been assassinated. One lone law student has stumbled upon the truth. An investigative journalist wants her story. Everybody else wants her dead.,The Pelican Brief,6.3,371
11000000,null,10156,Released,14.282314,1981-06-12,1981,31672907,92,Ten million years in the making. The truth, the whole truth, and everything, but the truth!,History of the World: Part I,6.5,204
10000000,null,10414,Released,8.932837,1992-10-01,1992,50752337,101,They can't skate. They can't win. They can't be serious.,The Mighty Ducks,6.4,198
250000,null,24869,Released,5.217002,2009-01-23,2009,0,106,dreams,Ink,6.4,101
0,null,90414,Released,0.020839,1997-01-21,1997,0,86,Just Your Typical Boy-Loves-Girl Who Doesn't Love Boy Till He Loves Other Girl Story,I Love You, Don't Touch Me!,6.0,1
0,http://www.houseofdthemovie.com/,24363,Released,6.337735,2005-04-15,2005,0,97,null,House of D,6.1,23
0,null,12154,Released,12.335827,1987-11-27,1987,0,102,They changed her diapers. She changed their lives.,Three Men and a Baby,5.8,253
0,null,10913,Released,2.597665,2005-01-22,2005,0,105,One shot is all it takes.,Dear Wendy,5.6,33
28000000,null,192102,Released,41.63896,2014-02-14,2014,52597999,113,null,3 Days to Kill,6.0,883
150000000,http://www.thewolfmanmovie.com/,7978,Released,21.214571,2010-02-11,2010,0,102,When the moon is full the legend comes to life,The Wolfman,5.5,549
135000000,http://www.meettheboov.com/,228161,Released,63.473087,2015-03-18,2015,368871007,94,Worlds Collide,Home,6.8,1519
85000000,http://oceans13.warnerbros.com/,298,Released,42.069992,2007-06-07,2007,311312624,122,What are the odds of getting even? 13 to one.,Ocean's Thirteen,6.5,1999
50000000,http://www.hanselandgretelmovie.com/,60304,Released,53.02787,2013-01-17,2013,224803475,88,Classic tale. New twist.,Hansel & Gretel: Witch Hunters,5.7,3239
27000000,http://movies.uip.de/aboutaboy/,245,Released,28.227983,2002-04-26,2002,129000000,101,One ordinary couple. One little white lie.,About a Boy,6.6,607
20000000,http://www.letmein-movie.com,41402,Released,19.70531,2010-10-01,2010,24145613,116,Innocence dies. Abby doesn't.,Let Me In,6.7,641
18000000,http://youthinrevolt-themovie.com/,22327,Released,13.462544,2009-09-11,2009,0,87,Every 'Revolution' Needs A Leader,Youth in Revolt,5.9,319
15000000,http://www.u23dmovie.com/,37003,Released,0.335195,2007-05-19,2007,22730842,85,Hear See Experience,U2 3D,6.7,10
13000000,http://www.killerinsideme.com/,37414,Released,11.892615,2010-02-19,2010,0,109,Nobody See's It Coming,The Killer Inside Me,6.0,173
12000000,http://www.youngadultmovie.com/,57157,Released,16.183746,2011-12-16,2011,22939027,94,Everyone gets old. Not everyone grows up.,Young Adult,5.6,364
5000000,http://www.sonyclassics.com/moon/,17431,Released,46.114185,2009-06-12,2009,9760104,97,The last place you'd ever expect to find yourself.,Moon,7.6,1794
92000000,null,4327,Released,40.20395,2000-11-02,2000,264105545,98,Get Some Action,Charlie's Angels,5.6,1232
85000000,null,10481,Released,9.895061,2000-10-07,2000,183611771,100,Meet Two Unlikely Heroes With A Bone To Pick.,102 Dalmatians,5.1,313
52000000,null,11631,Released,30.7806,2008-07-03,2008,609841637,108,Take a trip down the aisle you'll never forget,Mamma Mia!,6.4,1386
44000000,null,10858,Released,3.770161,1995-12-22,1995,13681765,192,Triumphant in Victory, Bitter in Defeat. He Changed the World, But Lost a Nation.,Nixon,7.1,71
40000000,null,745,Released,73.08558,1999-08-06,1999,672806292,107,Not every gift is a blessing.,The Sixth Sense,7.7,3147
28000000,null,10923,Released,11.859396,2003-03-14,2003,58795814,102,Save the world. Get the girl. Pass math.,Agent Cody Banks,5.0,284
18000000,null,9389,Released,9.244181,2006-03-16,2006,1831348,105,Paris 2054. Live forever or die trying,Renaissance,6.7,77
17900000,null,9626,Released,12.752463,1985-04-09,1985,6948633,89,A woman and a warrior that became a legend.,Red Sonja,5.0,206
12000000,null,38223,Released,4.63093,1996-07-10,1996,0,100,On your case!,Harriet the Spy,5.7,46
12000000,null,22345,Released,4.580081,1999-03-12,1999,36450736,97,Think innocent. Think helpless. Think again. Naps are history.,Baby Geniuses,3.3,75
11500000,null,8913,Released,20.747993,1989-04-21,1989,57469467,103,Sometimes dead is better.,Pet Sematary,6.4,407
8000000,null,26306,Released,8.717235,1997-01-24,1997,589304,106,He beat the odds... And became a legend!,Prefontaine,6.7,21
8000000,null,10476,Released,6.39503,2005-07-22,2005,23563727,116,The music will inspire them. The dream will unite them. This summer get crunk.,Hustle & Flow,6.9,99
7000000,null,79316,Released,14.741589,2014-01-08,2014,36433975,89,The Devil Always Gets His Due,Devil's Due,4.4,216
2000000,null,346,Released,39.75675,1954-04-26,1954,271841,207,The Mighty Warriors Who Became the Seven National Heroes of a Small Town,七人の侍,8.2,878
0,http://www.thehadzalastofthefirst.com/,296943,Released,0.045648,2014-10-31,2014,0,70,null,The Hadza:  Last of the First,0.0,0
0,null,6537,Released,29.071955,2007-08-27,2007,44000000,105,A tale of love.  A story of horror.,El orfanato,7.1,633
0,null,47452,Released,0.933891,1997-01-01,1997,0,93,null,Love and Death on Long Island,6.9,11
300000000,http://disney.go.com/disneypictures/pirates/,285,Released,139.08261,2007-05-19,2007,961000000,169,At the end of the world, the adventure begins.,Pirates of the Caribbean: At World's End,6.9,4500
25000000,http://movies.disney.com/return-to-oz,13155,Released,5.650125,1985-06-21,1985,11137801,109,An all-new adventure down the yellow brick road.,Return to Oz,6.7,120
23000000,http://www.mgm.com/title_title.do?title_star=HARLEYDA,2453,Released,12.869436,1991-08-23,1991,7434726,98,When the going gets tough... the tough take the law into their own hands.,Harley Davidson and the Marlboro Man,6.1,82
20000000,http://www.eternalsunshine.com,38,Released,56.481487,2004-03-19,2004,72258126,108,You can erase someone from your mind. Getting them out of your heart is another story.,Eternal Sunshine of the Spotless Mind,7.9,3652
10000000,http://www.buckylarson.com/,67911,Released,3.919057,2011-09-09,2011,0,97,There Are No Small Actors. Just Small Parts.,Bucky Larson: Born to Be a Star,4.4,51
750000,http://www.magnetreleasing.com/theinnkeepers/,58428,Released,14.386807,2011-12-01,2011,78396,102,Some guests never checked out.,The Innkeepers,5.4,219
102000000,null,9705,Released,36.788746,2001-06-07,2001,147080413,99,Log On. Hack In. Go Anywhere. Get Everything.,Swordfish,6.1,932
98000000,null,1734,Released,41.862984,2001-04-28,2001,433013274,130,The most powerful force on earth is about to be unleashed by the two people who should know better.,The Mummy Returns,6.0,2206
80000000,null,9922,Released,14.564667,1997-12-25,1997,17626234,177,The year is 2013. One man walked in off the horizon and hope came with him.,The Postman,6.1,299
55000000,null,10632,Released,8.634954,2003-03-11,2003,34234008,94,Some men should not be found.,The Hunted,6.0,189
45000000,null,9360,Released,27.684778,1997-04-11,1997,136885767,89,When You Can't Breathe You Can't Scream.,Anaconda,4.7,610
19100000,null,62630,Released,10.559414,2011-02-11,2011,5728213,109,The 80's were brilliant, if you were in charge.,The Devil's Double,6.5,208
16000000,null,8467,Released,35.777065,1994-12-16,1994,247275374,107,What the one doesn't have, the other is missing.,Dumb and Dumber,6.5,1859
16000000,null,8009,Released,29.253834,1986-03-07,1986,5900000,116,There can be only one.,Highlander,6.8,624
10000000,null,19405,Released,5.699058,2001-01-27,2001,44460850,83,Saving The World One Playground At A Time,Recess: School's Out,6.6,67
5000000,null,14662,Released,6.308298,1998-08-14,1998,0,91,Growing Up is Hard to Do,Slums of Beverly Hills,6.5,44
5000000,null,12484,Released,2.739307,2001-04-27,2001,0,90,The night... has an appetite.,The Forsaken,4.9,47
4000000,null,11536,Released,2.930058,1961-01-01,1961,8200000,124,It shouts and sings with life ... explodes with love!,The Misfits,6.8,72
3600000,null,765,Released,35.674774,1987-03-13,1987,5923044,84,The Sequel To The Ultimate Experience In Grueling Terror,Evil Dead II,7.6,742
1000000,null,32456,Released,4.86805,1997-09-07,1997,2057193,84,Thanks to his two girlfriends Blake is about to learn a new sexual position. Honesty,Two Girls and a Guy,5.4,24
10000,null,985,Released,20.399578,1977-03-19,1977,7000000,89,Where your nightmares end...,Eraserhead,7.5,485
60000000,null,10047,Released,21.084541,1999-10-18,1999,66976317,148,null,Joan of Arc,6.2,367
9600000,null,9700,Released,3.588529,2005-09-03,2005,4386236,144,null,The Lost City,6.0,24
5000000,null,15699,Released,1.458884,2006-11-22,2006,140666,86,null,Opal Dream,6.1,7
0,null,40185,Released,0.20323,2005-10-13,2005,0,80,null,Camping Sauvage,4.8,4
0,null,5900,Released,0.144031,1996-03-21,1996,0,103,null,De jurk,7.0,3
200000000,http://www.robinhoodthemovie.com/,20662,Released,37.6683,2010-05-12,2010,310669540,140,Rise and rise again, until lambs become lions.,Robin Hood,6.2,1398
115000000,http://www.starwars.com/films/star-wars-episode-i-the-phantom-menace,1893,Released,54.035267,1999-05-19,1999,924317558,136,Every generation has a legend. Every journey has a first step. Every saga has a beginning.,Star Wars: Episode I - The Phantom Menace,6.3,4432
66000000,http://www.foxmovies.com.au/entrapment,1844,Released,25.877794,1999-04-29,1999,212404396,112,The trap is set.,Entrapment,6.0,602
24000000,http://www.fasterthemovie.com/,41283,Released,26.324875,2010-11-23,2010,23081726,98,Slow Justice is no Justice,Faster,6.1,568
21000000,http://www.diaryofawimpykidmovie.com/,60307,Released,14.329891,2011-03-25,2011,72417394,99,Welcome to the next grade,Diary of a Wimpy Kid: Rodrick Rules,6.3,238
20000000,http://www.theofficialjohncarpenter.com/vampires/,9945,Released,17.016285,1998-04-15,1998,0,108,From the Master of Evil. Comes a New Breed of Terror,Vampires,5.8,255
10000000,http://www.purgeelectionyear.com,316727,Released,53.727146,2016-06-29,2016,118587880,105,Keep America great,The Purge: Election Year,6.1,1306
3000000,http://www.tsotsimovie.com/,868,Released,2.504169,2005-08-18,2005,9879971,94,In this world... Redemption comes just once.,Tsotsi,6.9,94
80000000,null,9023,Released,41.670544,2002-05-24,2002,122563539,83,Leader. Hero. Legend.,Spirit: Stallion of the Cimarron,7.4,831
50000000,null,8077,Released,45.856407,1992-05-22,1992,159773545,114,The bitch is back.,Alien³,6.2,1633
35000000,null,9541,Released,14.699342,2004-03-25,2004,36098382,102,He wanted it all...but he got more than he bargained for.,Jersey Girl,5.8,325
32000000,null,12106,Released,16.473354,1995-02-09,1995,18552460,107,Think you are quick enough?,The Quick and the Dead,6.3,427
30000000,null,10333,Released,3.845231,1991-12-25,1991,74787599,132,A story about the memories that haunt us, and the truth that sets us free.,The Prince of Tides,5.9,56
28000000,null,17834,Released,1.767479,1997-07-11,1997,8345056,86,Anabel made a wish. Murray made a mess,A Simple Wish,5.5,46
26000000,null,11460,Released,8.802626,2005-08-04,2005,57891803,85,Fear takes flight.,Red Eye,6.2,455
25000000,null,9455,Released,4.068107,1999-03-12,1999,15156200,110,You can't play by the rules if there aren't any.,The Corruptor,6.0,57
22000000,null,2055,Released,19.068174,2003-08-29,2003,68296293,139,No place to run. No reason to hide.,Open Range,7.0,262
15000000,null,1018,Released,31.60985,2001-05-16,2001,20117339,147,An actress longing to be a star. A woman searching for herself. Both worlds will collide... on Mulholland Drive.,Mulholland Drive,7.6,1477
10000000,null,9289,Released,19.524973,1962-09-25,1962,50100000,178,This is the day that changed the world... When history held its breath.,The Longest Day,7.2,234
1600000,null,13909,Released,8.535178,1949-10-22,1949,5400000,103,John Ford's New and Finest Picture of the Fighting Cavalry!,She Wore a Yellow Ribbon,7.1,61
0,null,19204,Released,8.022122,1981-04-22,1981,0,87,The seven dreaded gateways to Hell are concealed in seven cursed places… And from the day the gates of Hell are opened, the dead will walk the earth.,...E tu vivrai nel terrore! L'aldilà,6.6,117
60000000,http://www.scottpilgrimthemovie.com/,22538,Released,38.885197,2010-07-27,2010,47664559,112,Get the hot girl. Defeat her evil exes. Hit love where it hurts.,Scott Pilgrim vs. the World,7.2,2126
57000000,http://www.thespiritofvengeance.com/,71676,Released,48.622276,2011-12-10,2011,149217355,95,He Rides Again.,Ghost Rider: Spirit of Vengeance,4.7,1135
50000000,http://www.warnerbros.com/dukes-hazzard/index_splash,6519,Released,15.98212,2005-08-05,2005,110803676,104,Cousins. Outlaws. Thrillbillies.,The Dukes of Hazzard,5.1,316
7000000,http://www.hesherthemovie.com/,44835,Released,13.635828,2010-01-22,2010,382946,106,Sometimes life gives you the finger and sometimes it gives you...,Hesher,6.7,212
90000000,http://www.nutcrackerin3d.com/,49852,Released,3.593349,2010-11-24,2010,16178959,110,null,The Nutcracker: The Untold Story,5.4,50
50000000,null,9624,Released,9.114168,1994-02-18,1994,49000000,102,His Battle To Save The Alaskan Wilderness And Protect Its People Can Only Be Won...,On Deadly Ground,4.5,104
45000000,null,10366,Released,14.566664,1999-08-05,1999,10667893,82,Prepare to become obsolete,Universal Soldier: The Return,4.2,135
40000000,null,1579,Released,41.570045,2006-12-07,2006,120175290,139,No one can outrun their destiny.,Apocalypto,7.3,1221
30000000,null,307081,Released,65.36445,2015-06-15,2015,91709827,123,Believe in Hope.,Southpaw,7.3,2067
27000000,null,10188,Released,11.870301,2008-08-06,2008,44352417,117,Some friends just fit together.,The Sisterhood of the Traveling Pants 2,6.0,238
25000000,null,38543,Released,12.31708,2011-03-03,2011,0,121,Heavy metal goes medieval.,Ironclad,6.2,227
18000000,null,22479,Released,5.380733,1996-08-16,1996,0,116,Kansas City, 1934. Anything could happen here. One night it did.,Kansas City,6.1,12
8500000,null,11217,Released,2.62082,2004-02-27,2004,5001655,104,A vacation to die for,Club Dread,5.1,107
6000000,null,16172,Released,5.696491,1999-02-05,1999,4398989,95,Magic opened up their hearts... Love did the rest.,Simply Irresistible,5.5,52
0,null,89540,Released,0.015597,1999-04-01,1999,0,105,The spirit of a people can never be conquered.,La otra conquista,5.4,4
0,null,45791,Released,1.939054,2007-10-05,2007,92,92,Between every father and his son there is a story to be told.,And When Did You Last See Your Father?,6.9,13
20000000,null,10448,Released,3.581906,1994-09-09,1994,305070,107,null,Rapa Nui,6.2,33
16000000,null,185567,Released,14.529496,2013-12-04,2013,0,110,null,Zulu,6.7,172
250,null,51942,Released,0.293649,1998-08-28,1998,203,72,null,I Married a Strange Person!,7.5,12
0,null,356841,Released,1.105357,2015-07-03,2015,0,102,null,Checkmate,4.2,13
85000000,http://www.sonypictures.com/movies/theholiday/,1581,Released,44.967453,2006-12-08,2006,194168700,136,It's Christmas Eve and we are going to go celebrate being young and being alive.,The Holiday,6.7,1225
48000000,http://www.k-pax.com/,167,Released,30.920074,2001-10-22,2001,50315140,120,Change the way you look at the world.,K-PAX,7.1,695
20000000,http://focusfeatures.com/film/milk/,10139,Released,30.909698,2008-11-26,2008,54586584,128,Never Blend In.,Milk,7.1,612
20000000,http://bandslam-movie.com/,23367,Released,7.716606,2009-08-06,2009,5210988,111,Band Together,Bandslam,5.4,126
30000000,null,13967,Released,8.386432,2006-12-03,2006,35078241,92,The life of Beatrix Potter is the most enchanting tale of all.,Miss Potter,6.3,141
17000000,null,10402,Released,9.832326,1999-12-10,1999,65535067,88,He charges $10 but he’s willing to negotiate.,Deuce Bigalow: Male Gigolo,5.5,308
9000000,null,10179,Released,3.810697,1984-03-16,1984,0,91,A totally SPACED adventure! ...You have to be there to see it.,The Ice Pirates,5.7,49
8000000,null,15927,Released,9.548391,1984-12-14,1984,27187653,163,David Lean, the Director of 'Doctor Zhivago', 'Lawrence of Arabia' and 'The Bridge on the River Kwai', invites you on . .,A Passage to India,6.9,67
0,null,11770,Released,17.54768,2001-07-12,2001,42776760,113,Get ready to kick some grass!,少林足球,6.6,491
30000000,null,14444,Released,7.981116,1998-11-20,1998,100491683,79,null,The Rugrats Movie,5.7,147
0,null,40914,Released,1.088501,2009-04-10,2009,0,90,null,Royal Kill,2.8,6
0,null,32235,Released,1.980265,2003-01-01,2003,0,103,null,Northfork,6.7,24
0,null,12506,Released,3.735723,1987-11-05,1987,0,157,null,Cry Freedom,6.9,51
20000000,http://stxmovies.com/badmoms/,376659,Released,42.512295,2016-07-28,2016,183936074,100,Party like a mother.,Bad Moms,6.3,1252
17000000,http://darko.com/film_southlandtales.html,4723,Released,9.349386,2006-05-15,2006,374743,144,Have a nice apocalypse.,Southland Tales,5.2,153
75000000,null,36657,Released,4.66891,2000-07-13,2000,296339527,104,Evolution Begins,X-Men,6.8,4097
50000000,null,69668,Released,19.267479,2011-09-30,2011,38502340,84,Once upon a time, there were two little girls who lived in a house.,Dream House,5.8,391
25000000,null,168530,Released,28468.0,2014-01-07,2014,153997819,99,Propose to this cop's sister? Rookie mistake.,Ride Along,6.1,853
25000000,null,40001,Released,7.946769,1996-04-19,1996,10070000,105,The story of a girl who is going from filthy to rich,Mrs. Winterbourne,5.3,25
20000000,null,13497,Released,4.748929,2002-12-13,2002,57588485,118,Half time is game time,Drumline,6.2,116
18000000,null,9610,Released,18.379124,1984-06-29,1984,100000000,103,The most powerful legend of all is back in a new adventure.,Conan the Destroyer,5.8,383
17500000,null,9988,Released,14.304444,2006-08-25,2006,19179969,110,Prepare for the ultimate chug of war.,Beerfest,5.8,172
14100000,null,12245,Released,9.318033,2008-01-18,2008,0,107,There is no way of finding a single absolute truth,The Oxford Murders,5.7,188
14000000,null,24137,Released,4.519523,1999-04-15,1999,18535191,97,He just doesn't know it yet.,An Ideal Husband,6.3,46
12000000,null,205220,Released,29.019505,2013-11-01,2013,100129872,98,These two unlikely companions are on a journey to find her long lost son.,Philomena,7.4,579
7000000,null,25196,Released,17.697042,2009-12-16,2009,39462438,112,The harder the life, the sweeter the song.,Crazy Heart,6.8,274
6000000,null,8744,Released,2.388683,1996-09-09,1996,0,97,They Planned The Perfect Crime... Until It All Went Perfectly Wrong!,Albino Alligator,5.6,45
200000,null,40920,Released,0.06104,2002-01-14,2002,0,103,Sometimes going home is the hardest journey of all.,The Business of Fancydancing,8.0,2
0,null,13776,Released,5.87193,1982-04-02,1982,0,110,Suddenly, life was more than French fries, gravy, and girls.,Diner,6.9,83
0,null,12602,Released,1.296784,1967-10-05,1967,0,85,UNBELIEVABLE! Until You See It With Your Own Eyes!,Die Schlangengrube und das Pendel,6.3,12
0,null,10642,Released,5.214408,2000-07-21,2000,0,98,Dare to be different.,Loser,5.0,120
0,http://www.bfi.org.uk/whats-on/bfi-film-releases/howards-end,8293,Released,5.897391,1992-03-13,1992,25966555,140,null,Howards End,6.9,95
0,null,192132,Released,16.570707,2014-05-09,2014,0,100,null,Palo Alto,6.4,348
165000000,http://www.howtotrainyourdragon.com/,10191,Released,67.26327,2010-03-05,2010,494878759,98,One adventure will change two worlds,How to Train Your Dragon,7.5,4227
150000000,http://www.transformersmovie.com/,8373,Released,21.939663,2009-06-19,2009,836297228,150,Revenge is coming.,Transformers: Revenge of the Fallen,6.0,3138
150000000,http://disney.go.com/disneypictures/sorcerersapprentice/,27022,Released,35.580814,2010-07-13,2010,215283742,109,It's The Coolest Job Ever.,The Sorcerer's Apprentice,5.8,1470
80000000,http://nine-movie.com/,10197,Released,9.357734,2009-12-03,2009,53825515,112,This Holiday Season, Be Italian,Nine,5.1,165
78146652,http://www.universalstudiosentertainment.com/duplicity/,16558,Released,13.630049,2009-03-19,2009,60000000,125,Outwit. Outspy. Outsmart. Outplay. Then get out.,Duplicity,5.7,201
35000000,http://www.thepianistmovie.com/,423,Released,50.58754,2002-09-24,2002,120072577,150,Music was his passion. Survival was his masterpiece.,The Pianist,8.0,1864
30000000,http://www.mgm.com/view/movie/2101/A-View-to-a-Kill/,707,Released,27.230494,1985-05-24,1985,152427960,131,Has James Bond finally met his match?,A View to a Kill,6.0,506
30000000,http://hannathemovie.com/,50456,Released,31.191975,2011-04-07,2011,63782078,111,Adapt or die.,Hanna,6.5,1263
25000000,http://www.strawdogsmovie.com/,64639,Released,7.473455,2011-09-16,2011,10324441,110,Everyone Has A Breaking Point,Straw Dogs,5.5,144
8000000,http://empereur.luc-jacquet.com/index_flash.htm,1667,Released,17.537153,2005-01-26,2005,127392239,80,In the harshest place on Earth, love finds a way.,La Marche de l'empereur,6.9,358
75000000,null,9802,Released,51.469578,1996-06-06,1996,335062621,136,Alcatraz.  Only one man has ever broken out.  Now five million lives depend on two men breaking in.,The Rock,6.9,1456
68000000,null,853,Released,41.273567,2001-03-13,2001,96976270,131,Some Men Are Born To Be Heroes.,Enemy at the Gates,7.2,999
45000000,null,2636,Released,16.582708,1994-10-07,1994,170362582,110,The government taught him to kill. Now he's using his skills to help a woman seek revenge against the Miami underworld.,The Specialist,5.5,313
45000000,null,2034,Released,52.08113,2001-10-05,2001,104876233,122,The only thing more dangerous than the line being crossed, is the cop who will cross it.,Training Day,7.3,1634
40000000,null,15074,Released,2.911819,2002-11-27,2002,10959475,93,Fear is a trigger,Extreme Ops,5.0,28
35000000,null,11519,Released,10.032626,1979-12-13,1979,31755742,113,Paranoia meets pandemonium.,1941,5.6,143
15000000,null,951,Released,5.411154,1990-12-21,1990,201957688,111,Go ahead, you tell him you didn't do your homework.,Kindergarten Cop,5.8,628
12000000,null,31246,Released,1.623338,2003-06-20,2003,4922166,90,The tale of two American Idols.,From Justin to Kelly,3.0,23
8000000,null,374461,Released,7.828459,2016-09-16,2016,0,104,He was the one person she could always count on.,Mr. Church,7.0,129
1000000,null,10092,Released,6.926926,2005-09-16,2005,10047674,90,Nobody believes a liar...even when they're telling the truth.,Cry_Wolf,5.6,126
500000,null,45145,Released,1.354816,1991-08-18,1991,0,97,Keeping up an image can be a full time job.,Johnny Suede,4.7,13
0,null,17043,Released,1.714972,2002-07-26,2002,33082548,90,His First Big-Screen Adventure!,The Crocodile Hunter: Collision Course,5.3,34
0,null,10588,Released,18.25113,2003-11-21,2003,0,82,Don't mess with the hat.,The Cat in the Hat,4.9,366
